ID,URN,Passage_SHA256,Primary_Text,Meter,Pattern,Caesura,Tier,Source
m-c02b878848d5,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.492,a574295ed176516fecc2b4ae50e3d6f6190ac66c707c7d3535de779bd58092c0,"ὣς ἐπὶ σοὶ μάλα πολλὰ πάθον καὶ πολλὰ μόγησα,",dactylic hexameter,- uu - uu -u u- - -u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-ae07c1ec337c,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.493,5e41a2efff6b713b24c591d01d1f406881ca2d23d67685640f7c9cb40d2d6188,τὰ φρονέων ὅ μοι οὔ τι θεοὶ γόνον ἐξετέλειον,dactylic hexameter,- uu- u u - u u- uu -uu--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-45831f7843e7,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.497,8c750403b9c865cff10caa97c147abad031574e60d076326b07545da34eecd87,"νηλεὲς ἦτορ ἔχειν· στρεπτοὶ δέ τε καὶ θεοὶ αὐτοί,",dactylic hexameter,-uu -u u- -- u u - uu --,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-5024ae05129f,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.498,318548258b0a7d140354c456b0c82efef0ef7de701ac89ed511d214aa078beef,τῶν περ καὶ μείζων ἀρετὴ τιμή τε βίη τε.,dactylic hexameter,- - - -- uu- -- u u- -,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-6a88bd7d4138,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.499,ad23ace8b9c38d5886c37583da175ca1a625045c0c709b9e804fc96611800561,καὶ μὲν τοὺς θυέεσσι καὶ εὐχωλῇς ἀγανῇσι,dactylic hexameter,- - - uu-u u --- uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-7f05f5864e7a,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.5,fb6f4a30a5a8e69d668ddca41b1aa3cdc6255e119b2598bd5b739f708e8ac0a5,"Βορέης καὶ Ζέφυρος, τώ τε Θρῄκηθεν ἄητον",dactylic hexameter,-- - uu- - - --u u--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-d253dec246cd,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.501,00195d0128f827792b67cb17f6b467cdd44fed7f45d51c11e341e28d4e9630ea,"λισσόμενοι, ὅτε κέν τις ὑπερβήῃ καὶ ἁμάρτῃ.",dactylic hexameter,-uu- uu - u u--- u u--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-cbfc1fd17ac3,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.502,fed91fe1ce186e1c79569e05a07803322ff9fe2567646aa8de9abd0b3d27eeea,καὶ γάρ τε λιταί εἰσι Διὸς κοῦραι μεγάλοιο,dactylic hexameter,- - - uu -u u- -- uu--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-265b0ab4bada,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.517,da2b9137420b318da57147f94f3c68f00344e7fddb35a5a428ed5eadfb93ef17,οὐκ ἂν ἔγωγέ σε μῆνιν ἀπορρίψαντα κελοίμην,dactylic hexameter,- u u-u u -u u---u u--,feminine penthemimeral,gold-derived,hypotactic
m-94c69f0fc570,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.518,607a7b37b6142f0cea41e08f94127007c825f239fd5e8011e1bfefe2542bde17,Ἀργείοισιν ἀμυνέμεναι χατέουσί περ ἔμπης·,dactylic hexameter,---u u-uu- uu-u u --,hepthemimeral,gold-derived,hypotactic
m-8494360fb9d2,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.520,f99972e1250a953b0016dca2e46dacad8e8232be03ca534e7a72bd7c3d8daa37,ἄνδρας δὲ λίσσεσθαι ἐπιπροέηκεν ἀρίστους,dactylic hexameter,-- - --u u-uu-u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-5ddb965e04ed,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.521,49d1c98283d3ed12208f93235c5c3a8c3e521b4961389ce901089deda21bf124,"κρινάμενος κατὰ λαὸν Ἀχαιϊκόν, οἵ τε σοὶ αὐτῷ",dactylic hexameter,-uu- uu -u u-uu - u u --,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-30281615fec3,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.522,3b69ba18bca8aed1d37c9c85fe4ba2f3b90fa1bdb19988833107f2ec4eaabbbf,φίλτατοι Ἀργείων· τῶν μὴ σύ γε μῦθον ἐλέγξῃς,dactylic hexameter,-uu --- - - u u -u u--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-b72a5ee1073d,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.524,e633fdc94f41295eee64389e29f45abd0f6f9c5bba38a3dd2a05f2acc34a7789,οὕτω καὶ τῶν πρόσθεν ἐπευθόμεθα κλέα ἀνδρῶν,dactylic hexameter,-- - - -u u-uu- uu --,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-609234826096,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.527,4c9d7df8f14427cd37f3b21fb4a7cb11918c30c9e2c3969a8d13f6cb4a044b94,μέμνημαι τόδε ἔργον ἐγὼ πάλαι οὔ τι νέον γε,dactylic hexameter,--- uu -u u- uu - u u- -,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-53cd26371d23,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.53,ab9f430adf8a41fd066c1938225e2f3c923fdb67cf4fba0632d07738ef847048,"Τυδεΐδη περὶ μὲν πολέμῳ ἔνι καρτερός ἐσσι,",dactylic hexameter,-uu- uu - uu- uu -uu --,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-b1953cc9fc9e,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.530,1ad32ea72f15059c0097de00966ff550ee8d5a78c2c307eabbda549d064a944f,"ἀμφὶ πόλιν Καλυδῶνα καὶ ἀλλήλους ἐνάριζον,",dactylic hexameter,-u u- uu-u u --- uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-59ecc0439686,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.531,e2981cc152673f6e68cb1921157c318ddb3c770c5ce4a4cb0e11f88c7c94bf5e,"Αἰτωλοὶ μὲν ἀμυνόμενοι Καλυδῶνος ἐραννῆς,",dactylic hexameter,--- u u-uu- uu-u u--,"hepthemimeral, trithemimeral",gold-derived,hypotactic
m-a36061179e65,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.532,b6e8dfa3917bc3639d56f6ce6f72e70852e6e0cc5a03a1345db623d8474d4ac7,Κουρῆτες δὲ διαπραθέειν μεμαῶτες Ἄρηϊ.,dactylic hexameter,--- u u-uu- uu-u u--,"hepthemimeral, trithemimeral",gold-derived,hypotactic
m-bbe2d3ade51e,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.533,e8d2100c11b82938ee51625091b8d15b963aed820b5e627bb8e3a1cdd3926327,καὶ γὰρ τοῖσι κακὸν χρυσόθρονος Ἄρτεμις ὦρσε,dactylic hexameter,- - -u u- --uu -uu --,masculine penthemimeral,gold-derived,hypotactic
m-c07177079339,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.534,af468ee76be6aba83c4b5064a5c2821a6c94807f1d1f6daf4d7cd3323e55462e,χωσαμένη ὅ οἱ οὔ τι θαλύσια γουνῷ ἀλωῆς,dactylic hexameter,-uu- u u - u u-uu -u u--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-69b2488b1af2,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.538,fefc835f5563b5c804f9028854f0160bc2959224b05efeaac187d5a7add3dd5c,ἣ δὲ χολωσαμένη δῖον γένος ἰοχέαιρα,dactylic hexameter,- u u-uu- -- uu -uu--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-65a3cdd5c272,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.539,099ccf475a3014b23767f610e38d7d356e0d1b79d14bdae7906669f6aaab6d6c,"ὦρσεν ἔπι χλούνην σῦν ἄγριον ἀργιόδοντα,",dactylic hexameter,-u u- -- - -uu -uu--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-fdcc5d7a53eb,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.54,d1c9469f27610cf04ceec920dfa7e6f77635e61f6d3174351102c1ccfb3622a8,καὶ βουλῇ μετὰ πάντας ὁμήλικας ἔπλευ ἄριστος.,dactylic hexameter,- -- uu -u u-uu -u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-b562605e9d2f,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.542,156c1b17aa48f70bd3465f8ad9cf90b8fe2b55de8e54236ab2ddd234af38dbb1,αὐτῇσιν ῥίζῃσι καὶ αὐτοῖς ἄνθεσι μήλων.,dactylic hexameter,--- --u u -- -uu --,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-f5dd0984a948,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.544,57798471596da05474b36c78921e5cd55bd5368f04eeb2bfe5618358bab4d2fe,πολλέων ἐκ πολίων θηρήτορας ἄνδρας ἀγείρας,dactylic hexameter,-- - uu- --uu -u u--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-16a84175c451,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.545,bbe3707ae8324c2660e3472a1cccb37ea85db731a13ca2a9346729131b15b839,καὶ κύνας· οὐ μὲν γάρ κε δάμη παύροισι βροτοῖσι·,dactylic hexameter,- uu - - - u u- --u u--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-0c053c6c4d3e,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.548,4c93dba3a8faf7f4b04a5285539002e0d0d36f2a519138a89f019a3472e4f31a,"ἀμφὶ συὸς κεφαλῇ καὶ δέρματι λαχνήεντι,",dactylic hexameter,-u u- uu- - -uu ----,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-b800122363b6,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.549,a1d077d57b2010f765f2910bac6d689baa7e257d69f34b64b2288d16faec2ca6,Κουρήτων τε μεσηγὺ καὶ Αἰτωλῶν μεγαθύμων.,dactylic hexameter,--- u u-u u --- uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-9736cbafb931,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.55,920b117bd561c393afebdee8acf31a9670ef5f04009591d1eef07aef363fb7cd,"οὔ τίς τοι τὸν μῦθον ὀνόσσεται ὅσσοι Ἀχαιοί,",dactylic hexameter,- - - - -u u-uu -u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-b0aa2f23074b,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.550,2e7496b67c75800c67e2cadc4d137c319434762409d751309a37c56607c0f17e,"ὄφρα μὲν οὖν Μελέαγρος ἄρηι φίλος πολέμιζε,",dactylic hexameter,-u u - uu-u u-u u- uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-b55791f9eee0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.551,7cdabc88c43b8b7de241bb2a396144b21cdff29638e227fda7f3f23bd47e30dd,"τόφρα δὲ Κουρήτεσσι κακῶς ἦν, οὐδὲ δύναντο",dactylic hexameter,-u u ---u u- - -u u--,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-e577f97f11f4,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.552,2a9e1d3306a0c639b1317e427f42f8a6aacd253d3bb74b46dcad2e53e513bd56,τείχεος ἔκτοσθεν μίμνειν πολέες περ ἐόντες·,dactylic hexameter,-uu --- -- uu- u u--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-0e433d06ccb2,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.554,b0e1b8f5fa171ece2891da0ba3c772999862d1d4b5ca2fcc8e39051cd071e55d,"οἰδάνει ἐν στήθεσσι νόον πύκα περ φρονεόντων,",dactylic hexameter,-uu - --u u- uu - uu--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-939dffee4712,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.555,99256bcf0c2373cc3e33af42e80084e83b7085af9acdac5b913b2ad2becf5a79,ἤτοι ὃ μητρὶ φίλῃ Ἀλθαίῃ χωόμενος κῆρ,dactylic hexameter,-u u -u u- --- -uu- -,masculine penthemimeral,gold-derived,hypotactic
m-b69cb18da15c,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.556,46ce78c559995228e320cd896068b96c280719462df8ec888e9818a19e096f7f,κεῖτο παρὰ μνηστῇ ἀλόχῳ καλῇ Κλεοπάτρῃ,dactylic hexameter,-u u- -- uu- -- uu--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-b8301bdbd884,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.557,f7e2492dfe35b37a5d5f8988f5c3da6b9eb02efcbefa3faa988c2523c4b8aaa6,κούρῃ Μαρπήσσης καλλισφύρου Εὐηνίνης,dactylic hexameter,-- --- --uu ----,masculine penthemimeral,gold-derived,hypotactic
m-d17e53ea3431,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.559,1e7ddc95fbe24bea6a97f2d03673434cbbd61ba1a0ce66658c932cc081ba1188,τῶν τότε· καί ῥα ἄνακτος ἐναντίον εἵλετο τόξον,dactylic hexameter,- uu - u u-u u-uu -uu --,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-e011a2356191,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.56,a5a6fe8caff4b7c5b43fac8da31d0b509b9e41d88b1f0fb50ed98a5d19f52508,οὐδὲ πάλιν ἐρέει· ἀτὰρ οὐ τέλος ἵκεο μύθων.,dactylic hexameter,-u u- uu- uu - uu -uu --,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-1ef6a678a217,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.560,f052ac21e8edbf33b0dc8292cbeee96eac33e26d570ad20d94ad6199ede7d783,"Φοίβου Ἀπόλλωνος καλλισφύρου εἵνεκα νύμφης,",dactylic hexameter,-u u--- --uu -uu --,masculine penthemimeral,gold-derived,hypotactic
m-c6702777878a,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.563,8c7da9e7c52b7c1f562464def6e9b3e62fb9c6eb6fcbd0e9e2279c9f94d3c370,μήτηρ ἀλκυόνος πολυπενθέος οἶτον ἔχουσα,dactylic hexameter,-- -uu- uu-uu -u u--,masculine penthemimeral,gold-derived,hypotactic
m-1dd40cc41f82,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.564,d6865a3bdb3d7e0c35b2b67f1d22c3165be27ee9f47c2052508f1ad494be2ce9,κλαῖεν ὅ μιν ἑκάεργος ἀνήρπασε Φοῖβος Ἀπόλλων·,dactylic hexameter,-u u - uu-u u-uu -u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-786dc6d68c06,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.565,757127a5b155c1e339fd20bb7319f922c72f3a328feda0f5d4c081a0a1c512db,τῇ ὅ γε παρκατέλεκτο χόλον θυμαλγέα πέσσων,dactylic hexameter,- u u -uu-u u- --uu --,"feminine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-a3baec1b2d1d,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.566,37f576b19ca8379fa8f0d1af15fe44d7979c808536ebc83f2cc1ce3665a6edcc,"ἐξ ἀρέων μητρὸς κεχολωμένος, ἥ ῥα θεοῖσι",dactylic hexameter,- uu- -- uu-uu - u u--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-6ec6660d7882,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.568,243d2fdb49e66c70efa60a2095477f12ce3dacbc97b108936e203f31bf02bcb9,πολλὰ δὲ καὶ γαῖαν πολυφόρβην χερσὶν ἀλοία,dactylic hexameter,-u u - -- uu-- -u u--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-570fa9331903,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.57,b7221bb141583b8350fa33c1a5d7a767c7af3e66867ffd0db94d1de84d971835,"ἦ μὲν καὶ νέος ἐσσί, ἐμὸς δέ κε καὶ πάϊς εἴης",dactylic hexameter,- - - uu -u u- u u - uu --,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-d92bcad8eed6,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.570,b1312bcc40dfaf36f868fed0454a4e36fe02742f01d4796352c56162f68e95aa,"πρόχνυ καθεζομένη, δεύοντο δὲ δάκρυσι κόλποι,",dactylic hexameter,-u u-uu- --u u -uu --,masculine penthemimeral,gold-derived,hypotactic
m-3b0bac597bc1,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.572,2cbee34eee489c026a891bc10c75013d60c8a213dd9fccc02578a3d87ade7f33,ἔκλυεν ἐξ Ἐρέβεσφιν ἀμείλιχον ἦτορ ἔχουσα.,dactylic hexameter,-uu - uu-u u-uu -u u--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-6efee8420eeb,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.574,fe398530e389ce815dc9f2983461bc033964c83e2400412d249d0076396b6681,πύργων βαλλομένων· τὸν δὲ λίσσοντο γέροντες,dactylic hexameter,-- -uu- - - --u u--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-6df9f3675be7,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.575,2abfd10c72659bfd096cbf6ece6f3989eee10aa4fa6324d2eaeb8463f3213470,"Αἰτωλῶν, πέμπον δὲ θεῶν ἱερῆας ἀρίστους,",dactylic hexameter,--- -- u u- uu-u u--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-abdeedcfba9b,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.576,6dcd630d688a37c6fb4bce6480ef223ee7ce48d563c1e5da78da2bb5f9bb45c7,ἐξελθεῖν καὶ ἀμῦναι ὑποσχόμενοι μέγα δῶρον·,dactylic hexameter,--- u u-u u-uu- uu --,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-7945c95bcd73,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.577,70e65d9974287a780467055d95d9d8dd5d2e926c5f687358167e8b5335f0f26d,"ὁππόθι πιότατον πεδίον Καλυδῶνος ἐραννῆς,",dactylic hexameter,-uu -uu- uu- uu-u u--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-2a709f79a6cb,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.578,0ed4b51c9dee5b5fd2cf8182bf95724259f37112dbb22e098ce5093bffc6e78a,ἔνθά μιν ἤνωγον τέμενος περικαλλὲς ἑλέσθαι,dactylic hexameter,-u u --- uu- uu-u u--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-7c3b4625d1de,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.579,946171546ebdd09950cc78df8755d334820abad769b2e813d9122692b8a791c6,"πεντηκοντόγυον, τὸ μὲν ἥμισυ οἰνοπέδοιο,",dactylic hexameter,---uu- u u -uu -uu--,masculine penthemimeral,gold-derived,hypotactic
m-72a07288620a,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.58,b9e3fccffaf4acf25c290afb6f6a99b703c64e038338d23d540bc91a438814b6,ὁπλότατος γενεῆφιν· ἀτὰρ πεπνυμένα βάζεις,dactylic hexameter,-uu- uu-u u- --uu --,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-99f954a8e0bc,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.580,0cca45e67907c843b64a72c7fa2250b3b14eba2575400fb713f0ab0bda6d2f5c,ἥμισυ δὲ ψιλὴν ἄροσιν πεδίοιο ταμέσθαι.,dactylic hexameter,-uu - -- uu- uu-u u--,"masculine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-00526bc75e8d,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.581,b109464db47d9a80de1ca1d965c7f49f646570fa6afafe774f2e40009949e12c,πολλὰ δέ μιν λιτάνευε γέρων ἱππηλάτα Οἰνεὺς,dactylic hexameter,-u u - uu-u u- --uu --,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-f01cc8e170a5,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.582,46e41ca9263f5070b7991b3cf31a8dd376cbe64e2a5035a8983a7d8d157b020a,οὐδοῦ ἐπεμβεβαὼς ὑψηρεφέος θαλάμοιο,dactylic hexameter,-u u-uu- --uu- uu--,masculine penthemimeral,gold-derived,hypotactic
m-4867e17e3276,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.583,a673a68fca7f3e839d4784fc66393bac3545a6e8e947328fae62516184e3d3fc,σείων κολλητὰς σανίδας γουνούμενος υἱόν·,dactylic hexameter,-- --- uu- --uu --,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-b2ab2510de36,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.584,c1910de2ca107e40b07537285f3fc426de190be8f895d5f1df878bcdeb7c72f2,πολλὰ δὲ τόν γε κασίγνηται καὶ πότνια μήτηρ,dactylic hexameter,-u u - u u--- - -uu --,"hepthemimeral, trithemimeral",gold-derived,hypotactic
m-31c218500b94,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.586,2b103cce69c640d3055bc83a17e95a7f069ff95d69735e11ffbe8357392008e9,οἵ οἱ κεδνότατοι καὶ φίλτατοι ἦσαν ἁπάντων·,dactylic hexameter,- - -uu- - -uu -u u--,masculine penthemimeral,gold-derived,hypotactic
m-f3acdefe6c64,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.589,53c1999795c272ca3a70449619d7c0f7e07e50a03728fbc9f9ad5619ed8411f5,βαῖνον Κουρῆτες καὶ ἐνέπρηθον μέγα ἄστυ.,dactylic hexameter,-- --- u u--- uu --,masculine penthemimeral,gold-derived,hypotactic
m-5fdb2373fd7d,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.59,a913bacb5182192f8748f3aad04eebf39f7d4dfd2ca0926b07e600bf1f59ecb0,"Ἀργείων βασιλῆας, ἐπεὶ κατὰ μοῖραν ἔειπες.",dactylic hexameter,--- uu-u u- uu -u u--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-2c0c4f6bae0a,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.590,cde4548e0f72fe17ecdbcfcfbee886539902e8a7d37424f1fbdd18aba11bee82,καὶ τότε δὴ Μελέαγρον ἐΰζωνος παράκοιτις,dactylic hexameter,- uu - uu-u u--- uu--,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-ee01a6e3de2f,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.593,7159f11e52bcf5fe805968e106560bfe88364c84e75b1306915be8c8648cd6d2,"ἄνδρας μὲν κτείνουσι, πόλιν δέ τε πῦρ ἀμαθύνει,",dactylic hexameter,-- - --u u- u u - uu--,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-ccdf58c1b4aa,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.597,b897c805b28144dd1da24739b3f1af4714535d6473aac06c2adeaeaee9d5e7cb,ὣς ὃ μὲν Αἰτωλοῖσιν ἀπήμυνεν κακὸν ἦμαρ,dactylic hexameter,- u u ---u u--- uu --,feminine penthemimeral,gold-derived,hypotactic
m-480500752db0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.600,3a55a198289b030deca8842e74a5703db777a47d92f5cc1c18118c4e7b375837,"ἀλλὰ σὺ μή μοι ταῦτα νόει φρεσί, μὴ δέ σε δαίμων",dactylic hexameter,-u u - - -u u- uu - u u --,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-cee01648e98e,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.601,0622e375e2acf5851d1fcfcdbe53afcfc6b8c21c31c523d426c06420ad41c66b,ἐνταῦθα τρέψειε φίλος· κάκιον δέ κεν εἴη,dactylic hexameter,--- --u u- uu- u u --,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-98501488189d,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.603,7a0a78838f9cfe93177156524f6312178a9685657fc7bdad4165a0c8ab2bd117,ἔρχεο· ἶσον γάρ σε θεῷ τίσουσιν Ἀχαιοί.,dactylic hexameter,-uu -- - u u- --u u--,"masculine penthemimeral, hepthemimeral",gold-derived,hypotactic
m-841e932c3619,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.607,c92ed0684160b4ea5baff3d19a072e672aebfe820be4674787c524b682894579,Φοῖνιξ ἄττα γεραιὲ διοτρεφὲς οὔ τί με ταύτης,dactylic hexameter,-- -u u-u u-uu - u u --,feminine penthemimeral,gold-derived,hypotactic
m-d29d545767b6,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.608,447a0f52c410bdd7c283364f8e59a8ff878e02598706cefcf1101e84ac4e143e,"χρεὼ τιμῆς· φρονέω δὲ τετιμῆσθαι Διὸς αἴσῃ,",dactylic hexameter,- -- uu- u u--- uu --,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
m-57c3b17ba723,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.61,091f059551764976ef1f0fbee6dd0c30c5e88ea239ecb0ae01a4a3576939f604,ἐξείπω καὶ πάντα διίξομαι· οὐδέ κέ τίς μοι,dactylic hexameter,--- - -u u-uu -u u - -,"feminine penthemimeral, trithemimeral",gold-derived,hypotactic
m-f3b89806dc70,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.612,d93fa6ec40d390030ec0166c5df80d442f10631868eda3df25ee522b12cad0ac,μή μοι σύγχει θυμὸν ὀδυρόμενος καὶ ἀχεύων,dactylic hexameter,- - -- -u u-uu- u u--,feminine penthemimeral,gold-derived,hypotactic
m-888f624050dc,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.613,0515bccc01046d6a7263cae519897c37c1f7fada0b1cf2cd34937d2c2c453cd3,Ἀτρεΐδῃ ἥρωϊ φέρων χάριν· οὐδέ τί σε χρὴ,dactylic hexameter,-uu- --u u- uu -u u - -,"feminine penthemimeral, hepthemimeral, trithemimeral",gold-derived,hypotactic
m-9385ca573de8,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.614,d5891eeab81b57cd98bc152fb4f34f8335e853ebe548dda9008f2952558cbf0d,"τὸν φιλέειν, ἵνα μή μοι ἀπέχθηαι φιλέοντι.",dactylic hexameter,- uu- uu - u u--- uu--,"masculine penthemimeral, trithemimeral",gold-derived,hypotactic
